lrp,lat,lon,length,condition,structureNr,chainage,what,Delay
LRPS,23.7060278,90.443333,,,,0.0,startpoint,0
LRPSa,23.7029167,90.4504167,,,,0.8140000000000001,roadpoint,0
LRPSb,23.702777800000003,90.45047220000001,,,,0.8220000000000001,roadpoint,0
LRP001,23.702138899999998,90.4519722,,,,1.0,roadpoint,0
LRP002,23.697888600000002,90.4605833,,,,2.0,roadpoint,0
LRP002a,23.697360800000002,90.4616667,,,,2.13,roadpoint,0
LRP003,23.693832999999998,90.4691382,,,,3.0,roadpoint,0
LRP004,23.693610800000002,90.4787771,,,,4.0,roadpoint,0
LRP004a,23.6938052,90.48052709999999,,,,4.175,roadpoint,0
LRP005,23.6947497,90.48849969999999,,,,5.0,roadpoint,0
LRP006,23.6959163,90.49819409999999,,,,6.0,roadpoint,0
LRP007,23.697333,90.50775,,,,7.0,roadpoint,0
LRP007a,23.6979163,90.50927779999999,,,,7.181,roadpoint,0
LRP008,23.7020556,90.51572220000001,,,,8.0,roadpoint,0
LRP008a,23.7021111,90.5157778,,,,8.011000000000001,roadpoint,0
LRP009,23.705027800000003,90.5193327,,,,8.503,roadpoint,0
LRP009a,23.706083300000003,90.5215271,,,,8.763,roadpoint,0
LRP010,23.702527800000002,90.5273882,,,,9.503,roadpoint,0
LRP010a,23.7015278,90.5281938,,,,9.615,roadpoint,0
LRP010b,23.6943906141361,90.5375740774869,6.3,A,112531.0,10.88,bridge,"Random.Uniform(10,20)"
LRP010c,23.6943023869158,90.5377073719626,6.3,A,112532.0,10.897,bridge,"Random.Uniform(10,20)"
LRP011,23.696638600000004,90.53480520000001,,,,10.503,roadpoint,0
LRP011a,23.6923601518691,90.5409183897196,8.3,A,101110.0,11.296,bridge,"Random.Uniform(10,20)"
LRP011b,23.6922774,90.5410552,,,,11.312999999999999,roadpoint,0
LRP011c,23.6909119315151,90.5454624957575,10.6,B,101114.0,11.808,bridge,"Random.Uniform(15,60)"
LRP012,23.6918052,90.5426108,,,,11.497,roadpoint,0
LRP012a,23.6884123260204,90.5485585290816,9.3,A,101117.0,12.239,bridge,"Random.Uniform(10,20)"
LRP012b,23.6883197331632,90.548649807653,6.1,A,101119.0,12.253,bridge,"Random.Uniform(10,20)"
LRP012c,23.6904163,90.546583,,,,11.936,roadpoint,0
LRP013,23.6865274,90.5504167,,,,12.524000000000001,roadpoint,0
LRP013a,23.685583027027,90.551207981081,27.5,A,119897.0,12.66,bridge,"Random.Uniform(15,60)"
LRP014,23.678166,90.5556111,,,,13.524000000000001,roadpoint,0
LRP014a,23.6778035,90.5558194349999,11.9,A,109794.0,13.574,bridge,"Random.Uniform(15,60)"
LRP015,23.670916000000002,90.55977779999999,,,,14.524000000000001,roadpoint,0
LRP015a,23.6705827,90.5599722,,,,14.562999999999999,roadpoint,0
LRP016,23.662833300000003,90.56411109999999,,,,15.524000000000001,roadpoint,0
LRP016a,23.6633090696149,90.563856994797,5.55,B,109800.0,15.465,bridge,"Random.Uniform(10,20)"
LRP016b,23.6591111,90.5697216,,,,16.242,roadpoint,0
LRP016c,23.658305600000002,90.5709993,,,,16.402,roadpoint,0
LRP017,23.6575,90.57197159999998,,,,16.524,roadpoint,0
LRP017a,23.655972199999997,90.5743327,,,,16.831,roadpoint,0
LRP017b,23.6544257051136,90.576730225,159.5,B,109808.0,17.134,bridge,"Random.Uniform(45,90)"
LRP017b,23.6544257051136,90.576730225,159.52,C,119909.0,17.134,bridge,"Random.Uniform(45,90)"
LRP017c,23.6540556,90.57727709999999,,,,17.204,roadpoint,0
LRP017d,23.6539167,90.5774993,,,,17.234,roadpoint,0
LRP018,23.6525278,90.5798882,,,,17.524,roadpoint,0
LRP018a,23.6515705663716,90.5814943946902,20.0,B,109847.0,17.722,bridge,"Random.Uniform(15,60)"
LRP018b,23.65397226,90.57741042,20.45,A,119926.0,17.222,bridge,"Random.Uniform(15,60)"
LRP018c,23.6497543993548,90.5845490085483,25.5,A,119933.0,18.093,bridge,"Random.Uniform(15,60)"
LRP018c,23.6497543993548,90.5845490085483,24.5,B,109797.0,18.093,bridge,"Random.Uniform(15,60)"
LRP019,23.647610800000002,90.588083,,,,18.524,roadpoint,0
LRP019a,23.6459685949152,90.5892119813559,40.5,C,109819.0,18.742,bridge,"Random.Uniform(15,60)"
LRP019a,23.6459685949152,90.5892119813559,40.5,B,109810.0,18.742,bridge,"Random.Uniform(15,60)"
LRP019b,23.6397497,90.5926941,,,,19.521,roadpoint,0
LRP020,23.639694100000003,90.5927219,,,,19.524,roadpoint,0
LRP020a,23.6379543715384,90.5936673976923,6.0,A,109817.0,19.76,bridge,"Random.Uniform(10,20)"
LRP020b,23.63380522,90.597394085,10.4,B,109827.0,20.397,bridge,"Random.Uniform(15,60)"
LRP020c,23.6335552,90.5976941,,,,20.442,roadpoint,0
LRP021,23.6330549,90.59827740000001,,,,20.524,roadpoint,0
LRP021a,23.6262771,90.60422220000001,,,,21.499000000000002,roadpoint,0
LRP021c,23.6284668507692,90.6023015723077,86.92,A,119944.0,21.184,bridge,"Random.Uniform(45,90)"
LRP022,23.625221600000003,90.6049722,,,,21.629,roadpoint,0
LRP022a,23.6198832229508,90.6083528852459,5.5,B,101112.0,22.328,bridge,"Random.Uniform(10,20)"
LRP022b,23.6224993,90.6066944,,,,21.993000000000002,roadpoint,0
LRP022c,23.620471600000002,90.6079722,,,,22.252,roadpoint,0
LRP022d,23.6195271,90.60858329999999,,,,22.374000000000002,roadpoint,0
LRP023,23.6173604,90.6096944,,,,22.629,roadpoint,0
LRP023a,23.6176407964705,90.6095506105882,224.8,A,109820.0,22.596,bridge,"Random.Triangular(60,120,240)"
LRP023a,23.6176407964705,90.6095506105882,213.5,B,109807.0,22.596,bridge,"Random.Triangular(60,120,240)"
LRP023c,23.613587384385,90.6109029561497,116.8,B,109802.0,23.081,bridge,"Random.Uniform(45,90)"
LRP023d,23.613587384385,90.6109029561497,119.32,A,119964.0,23.081,bridge,"Random.Uniform(45,90)"
LRP024,23.609,90.61247220000001,,,,23.629,roadpoint,0
LRP024a,23.6027595885583,90.6155316965675,900.0,C,101123.0,24.393,bridge,"Random.Triangular(60,120,240)"
LRP024a,23.6027595885583,90.6155316965675,924.85,A,119967.0,24.393,bridge,"Random.Triangular(60,120,240)"
LRP025,23.6009444,90.6165556,,,,24.629,roadpoint,0
LRP026,23.5959997,90.624666,,,,25.629,roadpoint,0
LRP026a,23.5929818827893,90.6279699370919,5.6,A,101132.0,26.115,bridge,"Random.Uniform(10,20)"
LRP026b,23.5908088547468,90.6302368598101,5.5,A,101142.0,26.452,bridge,"Random.Uniform(10,20)"
LRP027,23.5896108,90.6313882,,,,26.629,roadpoint,0
LRP027a,23.58631812254,90.6345094207093,5.6,A,101150.0,27.12,bridge,"Random.Uniform(10,20)"
LRP028,23.582832699999997,90.6378886,,,,27.629,roadpoint,0
LRP028a,23.5825827,90.63813859999999,,,,27.668000000000003,roadpoint,0
LRP028b,23.5779800248475,90.6419193089939,172.1,A,119976.0,28.315,bridge,"Random.Uniform(45,90)"
LRP028c,23.577610399999998,90.6421108,,,,28.363000000000003,roadpoint,0
LRP029,23.5745271,90.6436941,,,,28.759,roadpoint,0
LRP029a,23.5716306256965,90.6454159236842,29.85,A,119977.0,29.138,bridge,"Random.Uniform(15,60)"
LRP029b,23.571832699999998,90.6453052,,,,29.113000000000003,roadpoint,0
LRP030,23.5666111,90.6481663,,,,29.759,roadpoint,0
LRP030a,23.5660033956521,90.6486237247282,34.7,A,101113.0,29.842,bridge,"Random.Uniform(15,60)"
LRP030b,23.5636944,90.65047220000001,,,,30.165,roadpoint,0
LRP030c,23.560416699999998,90.6542222,,,,30.697,roadpoint,0
LRP030d,23.5602222,90.6545,,,,30.735,roadpoint,0
LRP031,23.559972199999997,90.6548056,,,,30.774,roadpoint,0
LRP031a,23.5591910296296,90.6557475703703,27.4,A,120009.0,30.908,bridge,"Random.Uniform(15,60)"
LRP031a,23.5591910296296,90.6557475703703,26.3,B,101116.0,30.908,bridge,"Random.Uniform(15,60)"
LRP031b,23.5564444,90.6588611,,,,31.348000000000003,roadpoint,0
LRP031c,23.556222199999997,90.6591389,,,,31.388,roadpoint,0
LRP032,23.5538056,90.66197220000001,,,,31.783,roadpoint,0
LRP032a,23.5557082901265,90.6597414245569,29.85,A,120017.0,31.472,bridge,"Random.Uniform(15,60)"
LRP032d,23.5517421907216,90.6643538752577,29.87,A,120025.0,32.121,bridge,"Random.Uniform(15,60)"
LRP033,23.548749700000002,90.6678327,,,,32.607,roadpoint,0
LRP033a,23.5477377446428,90.6690554098214,9.1,A,109843.0,32.777,bridge,"Random.Uniform(10,20)"
LRP033b,23.5476246437499,90.669192065625,5.2,A,112533.0,32.796,bridge,"Random.Uniform(10,20)"
LRP033c,23.544221899999997,90.6731104,,,,33.351,roadpoint,0
LRP034,23.542583,90.6749438,,,,33.607,roadpoint,0
LRP034a,23.54268543125,90.6748292125,72.49,A,120028.0,33.591,bridge,"Random.Uniform(45,90)"
LRP034c,23.5393910168,90.6784577888,5.1,C,109835.0,34.111,bridge,"Random.Uniform(10,20)"
LRP035,23.5362497,90.681916,,,,34.607,roadpoint,0
LRP035a,23.5327751898617,90.6858701078341,9.5,A,117863.0,35.181,bridge,"Random.Uniform(10,20)"
LRP035b,23.535860800000002,90.68236040000001,,,,34.681,roadpoint,0
LRP035c,23.534138600000002,90.6843052,,,,34.955999999999996,roadpoint,0
LRP036,23.5301938,90.688833,,,,35.607,roadpoint,0
LRP036a,23.5313996605222,90.68744892596,25.45,A,120030.0,35.408,bridge,"Random.Uniform(15,60)"
LRP036a,23.5313996605222,90.68744892596,24.5,B,109855.0,35.408,bridge,"Random.Uniform(15,60)"
LRP036c,23.5301519626506,90.6897951837349,8.4,A,101125.0,35.707,bridge,"Random.Uniform(10,20)"
LRP037,23.5301382,90.6984997,,,,36.607,roadpoint,0
LRP037a,23.5303844733,90.7024402743,1408.8,C,104578.0,37.01,bridge,"Random.Triangular(60,120,240)"
LRP037a,23.5303844733,90.7024402743,1408.8,A,120033.0,37.01,bridge,"Random.Triangular(60,120,240)"
LRP038,23.5307493,90.70827779999999,,,,37.607,roadpoint,0
LRP038a,23.5307771,90.70902779999999,,,,37.685,roadpoint,0
LRP038b,23.5313882,90.7153611,,,,38.04,roadpoint,0
LRP038c,23.531471600000003,90.71722159999999,,,,38.466,roadpoint,0
LRP038d,23.5315271,90.7173604,,,,38.543,roadpoint,0
LRP038e,23.531582699999998,90.7176104,,,,38.56,roadpoint,0
LRP039,23.5317216,90.7180271,,,,38.607,roadpoint,0
LRP039a,23.532234600000002,90.7226298386,,,,39.12,roadpoint,0
LRP040,23.532721600000002,90.7269993,,,,39.607,roadpoint,0
LRP040b,23.5324186,90.7242807234,23.1,C,120035.0,39.304,bridge,"Random.Uniform(15,60)"
LRP040c,23.5317587831999,90.7291780095,6.0,B,101129.0,39.86,bridge,"Random.Uniform(10,20)"
LRP041,23.528916,90.7356108,,,,40.607,roadpoint,0
LRP042,23.528999300000002,90.7419441,,,,41.261,roadpoint,0
LRP042a,23.5293882,90.75141670000001,,,,42.228,roadpoint,0
LRP042b,23.5293882,90.7515833,,,,42.245,roadpoint,0
LRP043,23.529416,90.75175,,,,42.269,roadpoint,0
LRP043a,23.5298050611,90.75825325,16.5,C,112552.0,42.936,bridge,"Random.Uniform(15,60)"
LRP044,23.5299993,90.7615,,,,43.269,roadpoint,0
LRP045,23.5304438,90.77130490000002,,,,44.269,roadpoint,0
LRP045a,23.530499300000002,90.77311040000001,,,,44.45399999999999,roadpoint,0
LRP046,23.5308049,90.7811104,,,,45.269,roadpoint,0
LRP046a,23.5307655282208,90.7800797251533,3.9,C,101134.0,45.164,bridge,"Random.Uniform(10,20)"
LRP046b,23.530666,90.7821938,,,,45.388000000000005,roadpoint,0
LRP046c,23.531221600000002,90.78955520000001,,,,46.161,roadpoint,0
LRP047,23.531166,90.79072190000001,,,,46.269,roadpoint,0
LRP047a,23.5308683409424,90.7918075171727,6.5,C,101140.0,46.871,bridge,"Random.Uniform(10,20)"
LRP048,23.530860399999998,90.80022220000001,,,,47.269,roadpoint,0
LRP048a,23.5308882,90.80413890000001,,,,47.672,roadpoint,0
LRP048b,23.530916,90.8043611,,,,47.692,roadpoint,0
LRP049,23.5316382,90.8099167,,,,48.269,roadpoint,0
LRP049a,23.5318234765,90.8110155135,15.9,A,120392.0,48.384,bridge,"Random.Uniform(15,60)"
LRP049a,23.5318234765,90.8110155135,15.9,C,112549.0,48.384,bridge,"Random.Uniform(15,60)"
LRP050,23.5332493,90.81947159999999,,,,49.269,roadpoint,0
LRP050a,23.5346663,90.82497159999998,,,,49.863,roadpoint,0
LRP050b,23.534721899999997,90.8251104,,,,49.879,roadpoint,0
LRP051,23.5344997,90.8287216,,,,50.269,roadpoint,0
LRP051a,23.5329743291,90.8309774761999,12.2,A,101147.0,50.558,bridge,"Random.Uniform(15,60)"
LRP052,23.529221600000003,90.83652740000001,,,,51.269,roadpoint,0
LRP052a,23.5270549,90.8391386,,,,51.636,roadpoint,0
LRP053,23.523166,90.8438886,,,,52.269,roadpoint,0
LRP053a,23.5229166652,90.8442186132,4.5,C,101151.0,52.313,bridge,"Random.Uniform(10,20)"
LRP054,23.5174993,90.8513889,,,,53.269,roadpoint,0
LRP055,23.5170827,90.8607778,,,,54.269,roadpoint,0
LRP056,23.5135833,90.8697771,,,,55.269,roadpoint,0
LRP056a,23.510087758207,90.8757204035353,28.9,C,120394.0,56.006,bridge,"Random.Uniform(15,60)"
LRP056a,23.510087758207,90.8757204035353,28.9,B,112556.0,56.006,bridge,"Random.Uniform(15,60)"
LRP056b,23.5131111,90.8706382,,,,55.375,roadpoint,0
LRP056c,23.512666699999997,90.871416,,,,55.477,roadpoint,0
LRP057,23.508805600000002,90.8778604,,,,56.269,roadpoint,0
LRP058,23.506,90.8869163,,,,57.269,roadpoint,0
LRP058a,23.5056111,90.89588859999999,,,,58.191,roadpoint,0
LRP059,23.5056389,90.8966108,,,,58.269,roadpoint,0
LRP059a,23.5060024341,90.9021745389,5.9,B,101156.0,58.838,bridge,"Random.Uniform(10,20)"
LRP060,23.506277800000003,90.90638890000001,,,,59.269,roadpoint,0
LRP060a,23.50575,90.91525,,,,60.18,roadpoint,0
LRP061,23.505722199999997,90.9160278,,,,60.269,roadpoint,0
LRP061a,23.5056131416,90.9214660218,3.0,B,101158.0,60.83,bridge,"Random.Uniform(10,20)"
LRP062,23.505527800000003,90.92572159999999,,,,61.269,roadpoint,0
LRP063,23.5042778,90.9354163,,,,62.269,roadpoint,0
LRP063a,23.504333300000003,90.93547190000001,,,,62.278,roadpoint,0
LRP063b,23.5038611,90.9371386,,,,62.542,roadpoint,0
LRP063c,23.5028611,90.9412774,,,,62.894,roadpoint,0
LRP064,23.5020278,90.9448886,,,,63.269,roadpoint,0
LRP064a,23.5024077848,90.9432418928,6.0,B,101163.0,63.098,bridge,"Random.Uniform(10,20)"
LRP064c,23.5013551924,90.9473844088999,3.0,A,101169.0,63.538,bridge,"Random.Uniform(10,20)"
LRP065,23.499527399999998,90.9541667,,,,64.26899999999999,roadpoint,0
LRP066,23.498638600000003,90.96511109999999,,,,65.26899999999999,roadpoint,0
LRP066a,23.4980552,90.96602779999999,,,,65.543,roadpoint,0
LRP067,23.497277399999998,90.9674716,,,,65.726,roadpoint,0
LRP067a,23.495896314,90.9715772516,4.6,B,101171.0,66.178,bridge,"Random.Uniform(10,20)"
LRP068,23.4942219,90.97655490000001,,,,66.726,roadpoint,0
LRP068a,23.4932728146,90.9887200416,4.5,A,101175.0,68.04,bridge,"Random.Uniform(10,20)"
LRP069,23.4942497,90.985833,,,,67.726,roadpoint,0
LRP070,23.491138600000003,90.99502740000001,,,,68.726,roadpoint,0
LRP070a,23.489444100000004,91.0033056,,,,69.616,roadpoint,0
LRP070b,23.4893886,91.0034722,,,,69.638,roadpoint,0
LRP071,23.4896108,91.0043056,,,,69.709,roadpoint,0
LRP072,23.4893052,91.01127779999999,,,,70.443,roadpoint,0
LRP072a,23.4868805937254,91.017566692647,23.1,C,101179.0,71.156,bridge,"Random.Uniform(15,60)"
LRP072b,23.4889441,91.01225,,,,70.557,roadpoint,0
LRP073,23.488332999999997,91.0140833,,,,70.755,roadpoint,0
LRP074,23.484638600000004,91.0229438,,,,71.775,roadpoint,0
LRP075,23.4827771,91.03213819999999,,,,72.775,roadpoint,0
LRP075a,23.4817873233065,91.0463348850746,4.6,B,101180.0,74.279,bridge,"Random.Uniform(10,20)"
LRP076,23.481471600000003,91.04197190000001,,,,73.829,roadpoint,0
LRP076a,23.4817498298684,91.0563549686842,4.6,B,101183.0,75.312,bridge,"Random.Uniform(10,20)"
LRP077,23.482138199999998,91.0516944,,,,74.829,roadpoint,0
LRP077a,23.480613086,91.0674097692,1.5,A,101189.0,76.481,bridge,"Random.Uniform(10,20)"
LRP078,23.4815549,91.06136109999998,,,,75.829,roadpoint,0
LRP079,23.4801104,91.0706382,,,,76.829,roadpoint,0
LRP079a,23.4776722851,91.0847406393,1.0,C,101191.0,78.382,bridge,"Random.Uniform(10,20)"
LRP080,23.4770271,91.07947159999999,,,,77.829,roadpoint,0
LRP081,23.4781938,91.0889997,,,,78.829,roadpoint,0
LRP081a,23.4781159049382,91.1070332074074,3.0,B,101196.0,80.949,bridge,"Random.Uniform(10,20)"
LRP082,23.4775549,91.09866629999999,,,,79.829,roadpoint,0
LRP082a,23.4778604,91.1036111,,,,80.342,roadpoint,0
LRP083,23.4779993,91.10552779999999,,,,80.829,roadpoint,0
LRP083a,23.4794083880733,91.1238920825688,1.4,A,101200.0,82.437,bridge,"Random.Uniform(10,20)"
LRP083b,23.479544924,91.129047144,2.9,A,101202.0,82.989,bridge,"Random.Uniform(10,20)"
LRP084,23.4789716,91.11799930000001,,,,81.829,roadpoint,0
LRP084a,23.4789716,91.118166,,,,81.846,roadpoint,0
LRP084b,23.4793327,91.12347159999999,,,,82.39299999999999,roadpoint,0
LRP085,23.4800827,91.12763819999999,,,,82.829,roadpoint,0
LRP086,23.4767216,91.1364441,,,,83.829,roadpoint,0
LRP087,23.468221600000003,91.1394441,,,,84.829,roadpoint,0
LRP088,23.459583300000002,91.1421386,,,,85.829,roadpoint,0
LRP088a,23.4436339598272,91.1493668151188,23.4,A,101205.0,87.713,bridge,"Random.Uniform(15,60)"
LRP088a,23.4436339598272,91.1493668151188,22.85,C,120396.0,87.713,bridge,"Random.Uniform(15,60)"
LRP089,23.4513056,91.1460552,,,,86.829,roadpoint,0
LRP089a,23.448833,91.14713859999999,,,,87.132,roadpoint,0
LRP089b,23.448638600000002,91.1472497,,,,87.156,roadpoint,0
LRP089c,23.446944100000003,91.1481386,,,,87.366,roadpoint,0
LRP090,23.442527399999996,91.1497774,,,,87.829,roadpoint,0
LRP091,23.437388600000002,91.1521944,,,,88.51299999999999,roadpoint,0
LRP092,23.4288882,91.1553889,,,,89.51299999999999,roadpoint,0
LRP092a,23.4212487704918,91.1678943372365,35.97,C,120398.0,91.092,bridge,"Random.Uniform(15,60)"
LRP092a,23.4212487704918,91.1678943372365,35.9,B,101209.0,91.092,bridge,"Random.Uniform(15,60)"
LRP093,23.4236938,91.1626944,,,,90.493,roadpoint,0
LRP093a,23.4235827,91.16297220000001,,,,90.521,roadpoint,0
LRP093b,23.423416,91.16327779999999,,,,90.55799999999999,roadpoint,0
LRP093c,23.421360399999998,91.167666,,,,91.066,roadpoint,0
LRP094,23.4195271,91.17141600000001,,,,91.493,roadpoint,0
LRP094a,23.4119324230158,91.1939029849206,27.9,B,101213.0,93.6,bridge,"Random.Uniform(15,60)"
LRP094a,23.4119324230158,91.1939029849206,27.35,C,120400.0,93.6,bridge,"Random.Uniform(15,60)"
LRP095,23.4149444,91.1801382,,,,92.12100000000001,roadpoint,0
LRP095a,23.413111100000002,91.18466629999999,,,,92.632,roadpoint,0
LRP095b,23.4130556,91.1849163,,,,92.66,roadpoint,0
LRP096,23.4125,91.1893886,,,,93.12100000000001,roadpoint,0
LRP097,23.411305600000002,91.19888859999999,,,,94.12899999999999,roadpoint,0
LRP098,23.4100833,91.2087778,,,,95.156,roadpoint,0
LRP098a,23.3976518197887,91.2234221346859,27.9,A,101218.0,97.257,bridge,"Random.Uniform(15,60)"
LRP098a,23.3976518197887,91.2234221346859,27.35,C,120401.0,97.257,bridge,"Random.Uniform(15,60)"
LRP099,23.4048056,91.2165278,,,,96.17299999999999,roadpoint,0
LRP099a,23.40375,91.2176382,,,,96.345,roadpoint,0
LRP099b,23.4035556,91.21780490000002,,,,96.374,roadpoint,0
LRP100,23.398213447804338,91.22288776581436,,,,97.17299999999999,roadpoint,0
LRP101,23.391527399999998,91.2292493,,,,98.17299999999999,roadpoint,0
LRP101a,23.3713647755,91.2450175414999,30.48,A,120403.0,100.938,bridge,"Random.Uniform(15,60)"
LRP101b,23.385082999999998,91.2345552,,,,99.075,roadpoint,0
LRP101c,23.3849719,91.2346108,,,,99.09,roadpoint,0
LRP102,23.3843886,91.2351108,,,,99.17299999999999,roadpoint,0
LRP102a,23.377971600000002,91.2403608,,,,100.071,roadpoint,0
LRP102b,23.3777493,91.2405274,,,,100.101,roadpoint,0
LRP103,23.377166,91.2409163,,,,100.17299999999999,roadpoint,0
LRP104,23.3695827,91.24627740000001,,,,101.17299999999999,roadpoint,0
LRP104a,23.3521636774381,91.2572910746724,22.8,C,101222.0,103.456,bridge,"Random.Uniform(15,60)"
LRP105,23.3615278,91.2515556,,,,102.24799999999999,roadpoint,0
LRP105a,23.342671472,91.264485636,14.3,A,101225.0,104.753,bridge,"Random.Uniform(15,60)"
LRP105b,23.3584444,91.2533333,,,,102.63799999999999,roadpoint,0
LRP106,23.3536944,91.25613890000001,,,,103.24799999999999,roadpoint,0
LRP106a,23.3486386,91.2599444,,,,103.935,roadpoint,0
LRP107,23.3463608,91.2616944,,,,104.24799999999999,roadpoint,0
LRP107a,23.3301462324,91.2748792824,24.0,A,101227.0,106.519,bridge,"Random.Uniform(15,60)"
LRP108,23.3390552,91.26722159999998,,,,105.24799999999999,roadpoint,0
LRP108a,23.3360274,91.2700549,,,,105.69200000000001,roadpoint,0
LRP108b,23.3357219,91.27030490000001,,,,105.736,roadpoint,0
LRP108c,23.334721899999998,91.27116600000001,,,,105.87899999999999,roadpoint,0
LRP109,23.3321938,91.2734716,,,,106.24799999999999,roadpoint,0
LRP109a,23.3180696869138,91.2830867321701,9.2,A,101230.0,108.125,bridge,"Random.Uniform(10,20)"
LRP110,23.3246382,91.278666,,,,107.24799999999999,roadpoint,0
LRP110a,23.3083612731261,91.2865787034735,19.2,B,101130.0,109.289,bridge,"Random.Uniform(15,60)"
LRP110b,23.324082699999998,91.279166,,,,107.331,roadpoint,0
LRP110c,23.3034306450331,91.2889770397351,2.6,B,101131.0,109.897,bridge,"Random.Uniform(10,20)"
LRP111,23.3171382,91.2836941,,,,108.24799999999999,roadpoint,0
LRP111a,23.2979675271676,91.2910141369942,3.2,A,101135.0,110.551,bridge,"Random.Uniform(10,20)"
LRP111b,23.31475,91.2845552,,,,108.537,roadpoint,0
LRP111c,23.3096389,91.2861386,,,,109.135,roadpoint,0
LRP112,23.3086944,91.2864163,,,,109.24799999999999,roadpoint,0
LRP112a,23.2897066386454,91.2929584711155,13.4,A,101138.0,111.509,bridge,"Random.Uniform(15,60)"
LRP113,23.3006111,91.29033299999999,,,,110.24799999999999,roadpoint,0
LRP113a,23.2821949258397,91.2966655096899,4.6,B,101141.0,112.469,bridge,"Random.Uniform(10,20)"
LRP113b,23.295971899999998,91.2915274,,,,110.781,roadpoint,0
LRP114,23.2919163,91.2922219,,,,111.24799999999999,roadpoint,0
LRP114a,23.27301895,91.3029661882,6.3,B,101146.0,113.717,bridge,"Random.Uniform(10,20)"
LRP115,23.283583,91.2952219,,,,112.24799999999999,roadpoint,0
LRP115a,23.2787216,91.30027779999999,,,,113.022,roadpoint,0
LRP116,23.2768882,91.3011944,,,,113.24799999999999,roadpoint,0
LRP116a,23.2618360940594,91.3070217386138,3.0,B,101148.0,115.052,bridge,"Random.Uniform(10,20)"
LRP116b,23.25941665,91.3073611,3.0,B,101155.0,115.326,bridge,"Random.Uniform(10,20)"
LRP116c,23.2576429774881,91.3076156494075,3.6,B,101161.0,115.525,bridge,"Random.Uniform(10,20)"
LRP117,23.268638199999998,91.30497220000001,,,,114.24799999999999,roadpoint,0
LRP117a,23.2527463398104,91.3083926405213,4.5,B,101168.0,116.074,bridge,"Random.Uniform(10,20)"
LRP117b,23.2654444,91.3064444,,,,114.641,roadpoint,0
LRP117c,23.263666699999998,91.30675,,,,114.844,roadpoint,0
LRP118,23.2601111,91.3072778,,,,115.24799999999999,roadpoint,0
LRP118a,23.2443915125925,91.3114032292592,2.5,B,101176.0,117.087,bridge,"Random.Uniform(10,20)"
LRP118b,23.2429040619631,91.3119739539877,19.2,B,101182.0,117.269,bridge,"Random.Uniform(15,60)"
LRP118d,23.2397920309669,91.3125740860465,2.6,A,101184.0,117.627,bridge,"Random.Uniform(10,20)"
LRP119,23.2511944,91.3086389,,,,116.24799999999999,roadpoint,0
LRP119a,23.2360759516523,91.3129901976744,2.5,A,101185.0,118.049,bridge,"Random.Uniform(10,20)"
LRP119b,23.2289195919642,91.3134220678571,3.1,B,101187.0,118.856,bridge,"Random.Uniform(10,20)"
LRP119c,23.2481663,91.3098889,,,,116.631,roadpoint,0
LRP119d,23.2452774,91.3110556,,,,116.978,roadpoint,0
LRP120,23.243083,91.3119167,,,,117.24799999999999,roadpoint,0
LRP120a,23.2259184472573,91.3135697177215,2.6,B,101190.0,119.19,bridge,"Random.Uniform(10,20)"
LRP120b,23.2220338977777,91.3137005933333,6.0,A,101192.0,119.628,bridge,"Random.Uniform(10,20)"
LRP121,23.234305199999998,91.3131667,,,,118.24799999999999,roadpoint,0
LRP121a,23.231499300000003,91.31322220000001,,,,118.56299999999999,roadpoint,0
LRP121b,23.2131955721448,91.3153497403899,14.3,B,101195.0,120.634,bridge,"Random.Uniform(15,60)"
LRP122,23.225388199999998,91.3135833,,,,119.24799999999999,roadpoint,0
LRP122a,23.2050386287937,91.3163167282749,6.1,A,101198.0,121.567,bridge,"Random.Uniform(10,20)"
LRP122b,23.2184993,91.31438890000001,,,,120.02600000000001,roadpoint,0
LRP123,23.2165556,91.3149167,,,,120.24799999999999,roadpoint,0
LRP123a,23.1961887953757,91.3176705069364,6.1,A,101201.0,122.603,bridge,"Random.Uniform(10,20)"
LRP124,23.2078889,91.3159722,,,,121.24799999999999,roadpoint,0
LRP124a,23.1874350254302,91.3209051317399,6.1,C,101203.0,123.681,bridge,"Random.Uniform(10,20)"
LRP125,23.1990274,91.31705490000002,,,,122.24799999999999,roadpoint,0
LRP125a,23.1817958149837,91.3208787514658,9.5,B,101206.0,124.346,bridge,"Random.Uniform(10,20)"
LRP126,23.1909997,91.3192493,,,,123.24799999999999,roadpoint,0
LRP126a,23.1726272318681,91.3205774642857,3.1,B,101211.0,125.41,bridge,"Random.Uniform(10,20)"
LRP126b,23.1866108,91.32127709999999,,,,123.78299999999999,roadpoint,0
LRP127,23.1826382,91.3210827,,,,124.24799999999999,roadpoint,0
LRP127a,23.1635138669191,91.3215889464646,9.5,A,101214.0,126.448,bridge,"Random.Uniform(10,20)"
LRP128,23.172916,91.32052709999999,,,,125.37700000000001,roadpoint,0
LRP128a,23.1527364949367,91.3243178772152,6.3,B,101217.0,127.673,bridge,"Random.Uniform(10,20)"
LRP128b,23.1680549,91.3213604,,,,125.93700000000001,roadpoint,0
LRP129,23.1641389,91.3214993,,,,126.37700000000001,roadpoint,0
LRP129a,23.1436667679334,91.3266680470308,3.5,B,101221.0,128.767,bridge,"Random.Uniform(10,20)"
