lrp,lat,lon,length,condition,structureNr,chainage,what,Delay
LRP451e,20.9116242986547,92.2733424008968,1.3,A,100966.0,455.206,bridge,"Random.Uniform(10,20)"
LRP451f,20.9104284959641,92.2741396026905,23.7,C,101088.0,455.366,bridge,"Random.Uniform(15,60)"
LRP451f,20.9104284959641,92.2741396026905,29.3,A,120575.0,455.366,bridge,"Random.Uniform(15,60)"
LRP451h,20.909823120852,92.2745431860986,10.6,A,120576.0,455.447,bridge,"Random.Uniform(15,60)"
LRP451i,20.909456906278,92.2747873291479,10.6,A,120578.0,455.496,bridge,"Random.Uniform(15,60)"
LRP452,20.9682771,92.2488052,,,,447.999,roadpoint,0
LRP452a,20.908032127731,92.2756905852941,30.0,A,100970.0,455.688,bridge,"Random.Uniform(15,60)"
LRP452a,20.908032127731,92.2756905852941,29.3,C,120583.0,455.688,bridge,"Random.Uniform(15,60)"
LRP452b,20.9671104,92.2494441,,,,448.16,roadpoint,0
LRP452c,20.9074479630252,92.2760590529411,2.8,A,100913.0,455.765,bridge,"Random.Uniform(10,20)"
LRP452d,20.9059771479674,92.2770855585365,2.8,A,100912.0,455.975,bridge,"Random.Uniform(10,20)"
LRP452e,20.9053051369863,92.2775738958904,2.8,A,100910.0,456.064,bridge,"Random.Uniform(10,20)"
LRP452f,20.9045718551546,92.2780768381443,17.5,A,120584.0,456.164,bridge,"Random.Uniform(15,60)"
LRP452f,20.9045718551546,92.2780768381443,17.5,C,100907.0,456.164,bridge,"Random.Uniform(15,60)"
LRP452h,20.9036912639175,92.2786932329896,8.3,C,100906.0,456.287,bridge,"Random.Uniform(10,20)"
LRP452h,20.9036912639175,92.2786932329896,8.3,A,120587.0,456.287,bridge,"Random.Uniform(10,20)"
LRP452i,20.9032027737864,92.2790446582524,6.1,A,120588.0,456.359,bridge,"Random.Uniform(10,20)"
LRP452i,20.9032027737864,92.2790446582524,6.1,B,100904.0,456.359,bridge,"Random.Uniform(10,20)"
LRP452j,20.9018849327974,92.2798735897106,23.0,B,100901.0,456.549,bridge,"Random.Uniform(15,60)"
LRP452j,20.9018849327974,92.2798735897106,23.0,A,120589.0,456.549,bridge,"Random.Uniform(15,60)"
LRP453,20.9606389,92.2535,,,,449.019,roadpoint,0
LRP453a,20.8970988542857,92.2850607666666,15.1,A,120592.0,457.365,bridge,"Random.Uniform(15,60)"
LRP453a,20.8970988542857,92.2850607666666,15.1,B,100898.0,457.365,bridge,"Random.Uniform(15,60)"
LRP453b,20.9566667,92.2548056,,,,449.491,roadpoint,0
LRP453c,20.9538889,92.2559722,,,,449.827,roadpoint,0
LRP453d,20.953166699999997,92.25627779999999,,,,449.92,roadpoint,0
LRP453e,20.95225,92.25661109999999,,,,450.04,roadpoint,0
LRP454,20.9521667,92.2566944,,,,450.056,roadpoint,0
LRP454a,20.8950896142857,92.2879523785714,9.0,A,120594.0,457.751,bridge,"Random.Uniform(10,20)"
LRP454b,20.892271114035,92.2909840333333,9.0,A,120595.0,458.213,bridge,"Random.Uniform(10,20)"
LRP454b,20.892271114035,92.2909840333333,9.0,B,100896.0,458.213,bridge,"Random.Uniform(10,20)"
LRP454c,20.948138600000004,92.2593056,,,,450.60400000000004,roadpoint,0
LRP454d,20.9459163,92.2603333,,,,450.934,roadpoint,0
LRP455,20.9445552,92.2603333,,,,451.121,roadpoint,0
LRP455a,20.8901584525606,92.2957180800539,37.3,B,100895.0,458.799,bridge,"Random.Uniform(15,60)"
LRP455a,20.8901584525606,92.2957180800539,37.3,C,120597.0,458.799,bridge,"Random.Uniform(15,60)"
LRP455b,20.937388600000002,92.2623333,,,,451.972,roadpoint,0
LRP455c,20.9371108,92.2624722,,,,452.01199999999994,roadpoint,0
LRP456,20.9361663,92.2628611,,,,452.121,roadpoint,0
LRP456a,20.8845667240506,92.2987158890295,1.5,A,100891.0,459.681,bridge,"Random.Uniform(10,20)"
LRP456b,20.8830704487341,92.2981629575949,1.5,C,100893.0,459.866,bridge,"Random.Uniform(10,20)"
LRP456c,20.8809852229698,92.2977774,35.9,C,100889.0,460.113,bridge,"Random.Uniform(15,60)"
LRP456d,20.9330549,92.2635,,,,452.48900000000003,roadpoint,0
LRP456e,20.929666,92.2641111,,,,452.87699999999995,roadpoint,0
LRP456f,20.9293327,92.2641389,,,,452.914,roadpoint,0
LRP457,20.9270827,92.2644444,,,,453.17,roadpoint,0
LRP457a,20.923888199999997,92.2653889,,,,453.551,roadpoint,0
LRP457b,20.923499300000003,92.26561109999999,,,,453.602,roadpoint,0
LRP457c,20.9195827,92.268416,,,,454.13199999999995,roadpoint,0
LRP457d,20.919499300000002,92.26847159999998,,,,454.149,roadpoint,0
LRP457e,20.918999300000003,92.2686382,,,,454.204,roadpoint,0
LRP458,20.9187771,92.2687771,,,,454.23400000000004,roadpoint,0
LRP458a,20.9176382,92.2692493,,,,454.374,roadpoint,0
LRP458b,20.915722199999998,92.2704993,,,,454.629,roadpoint,0
LRP458c,20.915416699999998,92.2706938,,,,454.667,roadpoint,0
LRP458d,20.9136389,92.27186040000001,,,,454.899,roadpoint,0
LRP458e,20.913277800000003,92.2721938,,,,454.98199999999997,roadpoint,0
LRP458f,20.9123889,92.27297159999999,,,,455.1,roadpoint,0
LRP459,20.9122222,92.2729438,,,,455.126,roadpoint,0
LRP459a,20.9088889,92.275166,,,,455.57199999999995,roadpoint,0
LRP459b,20.9085556,92.27536040000001,,,,455.619,roadpoint,0
LRP459c,20.90675,92.2764993,,,,455.85699999999997,roadpoint,0
LRP459d,20.9059444,92.2771104,,,,455.98,roadpoint,0
LRP460,20.9048333,92.277916,,,,456.126,roadpoint,0
LRP460a,20.9047222,92.27797159999999,,,,456.14300000000003,roadpoint,0
LRP460b,20.9033333,92.2789438,,,,456.337,roadpoint,0
LRP460c,20.9027222,92.279416,,,,456.44,roadpoint,0
LRP460d,20.9003333,92.28072159999999,,,,456.751,roadpoint,0
LRP460e,20.9001111,92.28097159999999,,,,456.787,roadpoint,0
LRP460f,20.899444100000004,92.28172159999998,,,,456.9,roadpoint,0
LRP460g,20.898471899999997,92.2828604,,,,457.064,roadpoint,0
LRP460h,20.8982219,92.28316600000001,,,,457.111,roadpoint,0
LRP461,20.8981108,92.28324930000001,,,,457.126,roadpoint,0
LRP461a,20.898027399999997,92.283333,,,,457.148,roadpoint,0
LRP461b,20.8977497,92.2836941,,,,457.20099999999996,roadpoint,0
LRP461c,20.8969163,92.28544409999999,,,,457.411,roadpoint,0
LRP461d,20.896777399999998,92.2857219,,,,457.444,roadpoint,0
LRP461e,20.896555199999998,92.28608299999999,,,,457.491,roadpoint,0
LRP461f,20.895360800000002,92.28772190000001,,,,457.71,roadpoint,0
LRP461g,20.8948052,92.2881941,,,,457.79400000000004,roadpoint,0
LRP461h,20.894083,92.28877740000001,,,,457.897,roadpoint,0
LRP461i,20.893944100000002,92.2889163,,,,457.921,roadpoint,0
LRP461j,20.8932774,92.28963859999999,,,,458.026,roadpoint,0
LRP461k,20.892777399999996,92.29013859999999,,,,458.105,roadpoint,0
LRP462,20.8926386,92.29027740000001,,,,458.126,roadpoint,0
LRP462a,20.8919163,92.29166629999999,,,,458.29699999999997,roadpoint,0
LRP462b,20.8918886,92.2918052,,,,458.31699999999995,roadpoint,0
LRP463,20.891833,92.2923052,,,,458.37300000000005,roadpoint,0
LRP463a,20.8889163,92.2982497,,,,459.115,roadpoint,0
LRP463b,20.888832999999998,92.2983886,,,,459.13,roadpoint,0
LRP464,20.8869441,92.2996386,,,,459.38800000000003,roadpoint,0
LRP464a,20.8858608,92.2991941,,,,459.52099999999996,roadpoint,0
LRP464b,20.882027100000002,92.29777740000002,,,,459.995,roadpoint,0
LRP465,20.8782216,92.29777740000002,,,,460.426,roadpoint,0
LRP465a,20.876860399999998,92.2978886,,,,460.589,roadpoint,0
LRP465b,20.876499300000003,92.2978886,,,,460.63199999999995,roadpoint,0
LRP466,20.8692771,92.29813859999999,,,,461.426,roadpoint,0
LRP466a,20.8688604,92.2982219,,,,461.476,roadpoint,0
LRP466b,20.865027800000004,92.2982497,,,,461.904,roadpoint,0
LRP466c,20.864666699999997,92.2981941,,,,461.94599999999997,roadpoint,0
LRP467,20.862972199999998,92.29808299999999,,,,462.124,roadpoint,0
LRPE,20.8629167,92.29808299999999,,,,462.254,endpoint,0
